37;Osnovna škola - redovni program - 6. razred osnovne škole ;6
37;Osnovna škola - redovni program - 7. razred osnovne škole ;7
37;Osnovna škola - redovni program - 8. razred osnovne škole ;8
38;Osnovna škola - prilagođeni program - 1. razred osnovne škole ;1
38;Osnovna škola - redovni program - 1. razred osnovne škole ;1
38;Osnovna škola - prilagođeni program - 2. razred osnovne škole ;2
38;Osnovna škola - redovni program - 2. razred osnovne škole ;2
38;Osnovna škola - prilagođeni program - 3. razred osnovne škole ;3
38;Osnovna škola - redovni program - 3. razred osnovne škole ;3
38;Osnovna škola - prilagođeni program - 4. razred osnovne škole ;4
38;Osnovna škola - redovni program - 4. razred osnovne škole ;4
38;Osnovna škola - prilagođeni program - 5. razred osnovne škole ;5
38;Osnovna škola - redovni program - 5. razred osnovne škole ;5
38;Osnovna škola - prilagođeni program - 6. razred osnovne škole ;6
38;Osnovna škola - redovni program - 6. razred osnovne škole ;6
38;Osnovna škola - prilagođeni program - 7. razred osnovne škole ;7
38;Osnovna škola - redovni program - 7. razred osnovne škole ;7
38;Osnovna škola - prilagođeni program - 8. razred osnovne škole ;8
38;Osnovna škola - redovni program - 8. razred osnovne škole ;8
39;Osnovna škola - redovni program - 1. razred osnovne škole ;1
39;Osnovna škola - redovni program - 2. razred osnovne škole ;2
39;Osnovna škola - redovni program - 3. razred osnovne škole ;3
39;Osnovna škola - redovni program - 4. razred osnovne škole ;4
39;Osnovna škola - redovni program - 5. razred osnovne škole ;5
39;Osnovna škola - redovni program - 6. razred osnovne škole ;6
39;Osnovna škola - redovni program - 7. razred osnovne škole ;7
39;Osnovna škola - redovni program - 8. razred osnovne škole ;8
40;Osnovna škola - redovni program - 1. razred osnovne škole ;1
40;Osnovna škola - redovni program - 2. razred osnovne škole ;2
40;Osnovna škola - redovni program - 3. razred osnovne škole ;3
40;Osnovna škola - redovni program - 4. razred osnovne škole ;4
40;Osnovna škola - redovni program - 5. razred osnovne škole ;5
40;Osnovna škola - redovni program - 6. razred osnovne škole ;6
40;Osnovna škola - redovni program - 7. razred osnovne škole ;7
40;Osnovna škola - redovni program - 8. razred osnovne škole ;8
41;Osnovna škola - redovni program - 1. razred osnovne škole ;1
41;Osnovna škola - redovni program - 2. razred osnovne škole ;2
41;Osnovna škola - redovni program - 3. razred osnovne škole ;3
41;Osnovna škola - redovni program - 4. razred osnovne škole ;4
41;Osnovna škola - redovni program - 5. razred osnovne škole ;5
